Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
11882,-4.943825,-5.284008,-5.415237,-3.739602,2.359885,-2.55547,-0.847121,-3.276104,2.642061,5.097251,5.044535,1.163674,-2.035555,3.073199,4.009189,2.305386,-1.505858,-2.901839,3.009288,0.283313,-3.168602,0.601832,-1.274639,-1.482947,1.824146,0.593837,4.296135,-0.967876,2.58,1
76795,0.30638,0.998738,0.887591,1.376596,-0.111038,0.02142,0.665637,0.043683,-0.827921,-0.936658,-0.125576,-0.404945,-0.005336,0.502021,0.837339,0.146179,-0.067375,1.083657,-0.352121,0.203802,1.080705,-0.17426,0.4183,-0.025032,-0.526661,0.36775,-0.087586,-0.349808,2237.5,0
1214,3.333115,2.256088,5.910765,-5.271176,0.0112,0.786687,0.695051,3.244542,0.612152,2.371608,5.287253,1.503271,1.185534,4.535689,3.499869,-0.71352,1.11032,-1.769456,-2.160235,0.027134,0.119049,-0.983829,1.383894,0.401545,0.185004,-3.267024,-0.427344,-2.409352,0.99,1
80243,-1.293156,1.368896,0.139013,-0.348218,-0.126409,0.356407,0.345731,-0.808963,0.205647,0.05757,0.55323,-0.01674,0.52008,0.137219,-0.419561,0.671137,0.525708,0.632265,0.172883,-0.170822,-0.135093,0.739507,-0.541132,0.931177,-0.772753,-0.168497,-0.006032,-0.392058,2921.95,0
36064,0.325905,0.665278,0.320319,1.20309,-1.016584,-0.424329,1.003479,-0.797318,0.624286,-0.898421,0.238584,0.592283,0.551154,-0.896238,0.784648,-1.23514,0.062837,-0.026765,0.677541,0.667155,-0.569628,0.724172,0.993925,0.029122,-0.613011,-0.476596,-0.503923,0.185524,85.95,0
6719,-5.502232,4.982539,-3.709841,-2.095641,0.452356,-0.104961,-0.082342,-0.032029,0.166944,4.955587,-5.243728,-0.288336,3.035817,-4.322764,5.448571,3.762215,-0.560366,-3.17329,3.385837,-1.625308,-1.158253,3.580203,2.142858,4.371263,1.07045,-0.152385,-1.535834,0.456939,9593.9,1
60127,-1.045916,0.718155,1.946751,0.724601,0.584319,1.706288,0.273308,0.599129,-1.212559,0.374931,-0.331921,-0.599855,-0.283898,-0.617463,-1.125023,-0.524724,-0.651497,-0.126463,0.357072,0.283657,0.197647,0.361563,-0.895708,-0.501232,-1.090676,0.816078,-0.501294,0.59953,491.54,0
72423,-1.165277,0.125888,0.470926,1.154113,0.852331,0.025486,0.185577,0.615797,-1.15528,-0.507579,-0.365241,-0.071988,-0.304377,-0.239833,-1.316587,0.163378,1.417098,0.72123,0.167806,1.00074,0.234833,-0.206546,0.681496,-0.299598,-0.249179,-0.51562,0.110508,-0.122231,32.97,0
69658,-0.494377,0.138706,0.10605,-0.072324,-1.257192,-0.05749,0.200383,-1.502963,0.88941,0.330262,0.70247,-0.175605,0.022099,0.307353,-0.130067,-0.177848,-0.276875,-1.07287,1.120697,-0.432376,-0.018892,0.256196,-0.210151,0.332513,0.163611,1.010778,-0.203113,-0.877651,279.37,0
38658,-0.604795,-0.48926,-0.097605,0.834396,0.507122,1.173035,-0.020374,0.379824,-0.128573,-0.16863,1.059065,0.210095,-0.249847,-0.539301,0.042053,0.171018,-0.496234,-0.082994,-0.458754,-0.500153,-0.254987,0.589737,1.471054,-0.132353,0.021182,0.432325,0.900513,-0.167595,495.91,0
34481,0.590929,0.40737,-0.741072,0.678081,-1.066796,-0.011545,0.094774,-0.175228,-0.305944,-0.173775,-0.510115,-0.509356,-0.469998,-0.499661,-0.04106,-1.927488,0.230162,0.412552,0.92284,-0.219882,-0.48938,-0.706109,-0.351015,0.668582,-0.117675,0.761828,0.117244,-0.453704,58.06,0
38288,1.423901,1.643428,-0.417942,1.512381,-0.212189,0.015453,-0.209426,0.272356,-0.094408,-0.393421,-0.2128,0.03484,0.160094,-0.237168,0.839343,-0.047371,-0.482354,0.298674,0.039125,-1.39056,0.567946,-0.260731,0.198393,0.258704,0.076188,-0.026838,-0.540013,0.591776,14.63,0
15326,2.675213,5.970805,-4.001179,2.666259,-0.908993,3.242489,0.551362,0.420005,-2.444633,-2.661316,-5.540053,-2.540332,0.117825,2.209561,3.740143,-2.302517,2.225932,-0.038044,2.286243,1.697564,-1.57913,4.3618,0.908622,-2.577121,0.912631,0.039644,-4.910915,-0.807926,7573.17,1
39285,-0.20906,1.481911,-1.173338,1.422958,0.095498,-0.036708,-0.162301,0.178506,0.258393,0.260353,0.21367,-1.410211,-0.554647,-0.619332,0.215729,-0.193773,0.813708,-0.197893,-0.446133,-0.033382,0.907371,0.54797,-0.073929,-0.014706,0.556803,0.727334,-0.203533,-0.054723,2562.87,0
56373,0.062791,0.627275,-0.292522,0.357837,0.152078,0.671249,0.469938,0.067486,0.44924,-0.12133,-0.314666,0.247554,-0.66921,0.159584,0.672168,-0.225266,0.462847,-1.069205,0.114102,-0.839761,0.016275,0.340962,0.676916,0.563909,-0.705225,0.827518,0.35316,-0.663223,568.87,0
45366,-0.119816,-0.542077,0.113791,0.528437,-0.378556,0.798175,0.096582,-0.763276,-0.903751,0.272177,0.09794,0.018762,0.667336,-0.259365,0.302645,-0.398868,0.896155,-0.04983,0.330144,0.448854,0.092295,-0.75613,-0.585209,0.498289,0.09764,-0.016193,-0.397148,-0.624379,1155.15,0
56413,-0.311903,0.523184,-0.662966,1.805894,-0.069221,0.365283,-0.350868,-0.121368,0.736313,-0.359123,0.229909,0.078736,0.470507,-1.090484,0.299868,0.490712,-0.289958,0.108551,-0.182606,-0.053412,0.438425,1.618402,-1.820068,-0.670695,1.07457,0.077801,-0.191566,0.375211,49.26,0
40884,-0.243605,-0.127273,-0.581064,0.247964,0.592194,-1.600232,0.235373,-1.376471,-0.365578,-0.511856,0.042702,-0.304635,0.855488,0.498287,1.135126,0.36225,-0.046767,-0.627668,-1.421816,-0.792677,-0.002106,0.376012,-0.151177,0.599703,-0.561501,1.150578,-0.006906,-0.626289,878.61,0
4469,-5.4573,-4.91527,4.049041,-2.555354,-0.089874,-1.973177,-0.654515,-3.352441,-0.27035,-5.722546,3.768355,-5.678372,1.250815,2.390053,2.414837,-0.199225,-1.203058,1.213241,1.671087,2.200388,-1.676361,1.824632,-3.684705,-4.860313,2.23496,1.856514,-1.145444,2.843865,10870.92,1
53621,-0.40185,-0.351827,-0.538652,1.401205,-0.378829,0.119314,0.186729,-0.329992,-0.153144,-0.457991,0.281619,-0.196023,1.249516,-0.07196,-0.687343,0.631713,-0.23706,-0.062655,-0.671897,-0.59723,0.650772,-0.284192,-0.380998,0.556638,0.656051,-0.50447,0.396863,-0.292287,10.58,0
60713,-2.70272,0.610054,-0.665101,1.391529,0.121527,-0.564312,-0.078286,0.030757,-0.355986,0.074655,0.977115,-0.473388,-0.633392,0.177964,0.355804,0.865469,-0.021836,1.157116,-0.386901,0.321092,-0.402728,-0.46305,0.749693,-0.10286,0.168872,0.422968,-0.30226,-1.053732,125.97,0
55314,-1.071658,-0.949325,-1.060307,1.148403,-0.430364,0.71832,1.603794,-0.209816,0.222404,0.201791,-0.24259,0.102001,0.350362,-0.272492,0.325043,-0.16588,-0.107632,0.048112,-0.600271,-0.097089,-0.998302,0.84175,0.121758,0.823168,0.322363,-0.574696,0.900826,0.17653,1469.33,0
45740,-2.300421,-0.378714,0.37304,0.566016,-0.504723,-0.594294,1.031305,-0.630348,-0.164927,-0.224653,-0.262254,0.222743,0.419643,-0.162552,0.597213,0.412672,-1.208418,-0.114839,0.405591,0.450799,-0.766256,0.146121,1.228634,-0.069398,0.250534,0.01312,1.447934,0.372271,55.96,0
84066,-0.481712,-0.046237,-0.449632,-0.117618,0.539171,-0.20234,0.110599,0.493164,-0.865307,0.377015,-0.764601,0.010807,0.490607,-0.658507,-0.087327,0.525323,-0.814637,-1.171631,-0.666378,-0.049999,-0.827969,0.461272,-0.229473,-0.437862,0.925851,-0.049927,-0.604912,-0.51258,345.53,0
61202,0.016113,-0.577234,-0.966162,1.02912,-1.346345,1.060307,0.309451,-0.827897,-0.529703,-0.116138,0.465103,0.165585,0.535108,-1.066433,0.351707,0.15882,-1.192029,-0.516681,-0.798891,-0.116465,0.579099,-0.571408,-1.330784,-0.178777,0.080378,0.768392,-0.06731,-0.321444,242.51,0
74976,0.20108,0.90411,-0.230139,0.351423,-0.03379,-1.165005,-0.582511,0.301602,0.116878,-0.226451,-0.207408,-0.201055,0.017492,0.179193,0.352065,-0.201928,0.716388,0.830588,0.29638,-0.618031,-1.175816,-0.164627,0.555167,0.41488,-0.219786,0.100944,1.226793,-0.941137,479.57,0
30624,-0.271262,0.905182,-0.102077,1.254582,-0.664951,0.387987,-0.769718,0.484949,-0.978432,-0.482443,0.410377,0.060703,-0.443721,0.121073,0.119331,0.199333,-0.338466,0.635039,0.396395,0.122989,0.424306,0.004024,-0.47209,0.416704,0.310707,-0.073972,1.006304,-0.432258,5189.26,0
30452,-0.566037,0.076559,-0.764191,-0.121939,0.53471,-0.491096,-0.470196,-0.156794,-0.164076,-0.256519,-0.401865,-0.021549,0.238741,0.043217,0.633977,0.414483,-0.556965,-0.213454,1.485328,-0.825318,0.368374,1.058986,-0.609626,0.734243,-0.04016,0.573652,0.036204,-0.438954,67.21,0
16668,2.722212,5.102607,4.32676,2.412258,-3.899228,0.603643,0.50909,1.430752,-1.069107,-2.736886,-3.588942,-1.169006,-0.916232,3.49788,4.556027,2.335019,0.487686,0.326714,-1.217564,1.252409,-2.936086,0.676504,-0.394738,1.560859,-1.632761,0.491116,-4.198872,1.881057,10165.82,1
73636,-0.312621,-0.414848,-0.368964,0.49618,-0.510406,-0.663702,-0.016023,-0.308343,-0.718226,-0.280917,0.585988,-0.021274,-0.309457,-0.599517,0.019827,-0.097761,0.96709,0.460011,-0.95718,-0.560399,0.3138,-0.799334,0.795832,-0.604897,-1.11515,0.495856,0.180686,0.742803,208.11,0
13710,-2.290023,-4.655824,5.74118,4.211286,1.593843,-1.63933,0.132256,-1.885139,-3.755994,-4.613976,3.738501,0.312529,-3.8843,5.848087,2.334561,0.948365,-0.591126,2.74873,3.135577,1.943627,2.814214,2.502127,-2.13714,-0.423316,-2.52145,-1.60147,1.024036,3.277575,2.36,1
72040,-0.702911,-0.028168,0.499715,0.719812,1.057506,-0.423147,-0.108244,0.058074,0.833795,0.111547,0.72181,-0.088483,-0.386571,-0.366044,0.683915,0.423034,-0.157326,-0.842553,-0.671926,-0.553673,0.547732,-0.17923,-0.405388,0.730496,0.150033,-0.681303,-0.251483,0.656357,4256.01,0
86358,-0.575534,0.982024,-1.835867,1.243939,0.45557,0.794674,0.198233,1.200135,0.300439,-0.279995,-0.369424,0.283294,-0.349902,-0.208946,0.610594,0.74632,-0.451428,0.109934,-1.156694,0.559825,-0.554033,-1.096292,0.299471,1.384294,0.167236,-0.24725,-0.485112,-0.048138,59.42,0
38573,-0.465933,-0.537763,0.043766,-0.194223,0.108199,0.483041,-0.268894,-0.510323,-1.120062,0.040272,1.364756,-1.539344,-0.148113,0.400684,-0.361407,-0.489928,-0.129976,-0.608548,-0.173841,0.937655,-0.020414,-0.32247,0.30085,0.366747,0.953615,0.302035,0.892652,0.481562,352.69,0
70538,-0.854772,-0.24091,0.234721,0.664413,-0.597727,0.602924,-0.431976,0.965537,-0.618694,-0.333014,0.256678,0.394463,-0.274491,-0.381867,0.208866,0.458692,0.132612,-0.236254,-0.151324,1.140958,-0.11007,-0.801144,1.045365,-0.197663,0.018848,0.087268,-0.358821,-0.051782,10.36,0
62113,-1.65037,0.357853,-1.255653,0.136097,-0.379279,0.159073,0.23636,-0.068872,0.300022,-0.651379,0.156949,-0.332853,-0.562595,0.435804,-0.073765,0.3319,0.01294,-1.058139,-0.0891,-0.307571,-0.316532,-1.078202,-0.84579,-0.441528,-0.754907,0.615728,-0.385693,-0.028211,31.65,0
48939,-0.582675,-0.700247,-0.733438,0.431818,-0.124636,-0.508647,0.884338,0.764643,0.424432,-0.544658,-0.707107,0.548182,0.161848,0.493177,1.289082,-0.954828,-0.272256,-0.680927,1.136931,-0.136318,0.098641,-0.228196,0.177597,0.570352,-0.040733,0.617938,-0.723982,-0.092662,219.79,0
68457,-0.449885,1.067379,-0.631371,1.054579,-0.782514,0.267382,0.039313,0.195112,-0.521609,-0.022668,0.59959,0.311626,0.584024,0.423286,-0.754733,-0.813264,0.296738,0.826887,-0.686542,0.337105,-0.133987,1.390279,0.054578,-0.46605,-0.260026,-0.336917,0.95311,0.049491,188.84,0
49083,0.385916,-0.050733,0.17579,0.807111,-0.533311,-1.205695,0.907039,-0.268685,0.430954,-0.82374,-0.540377,0.224816,0.696014,0.753593,-0.187903,-1.398454,-0.896733,-0.213382,0.141431,0.14762,-1.299981,0.751806,-0.066594,-0.756208,-0.720191,-0.257147,-0.376081,0.529323,143.31,0
86387,-0.939177,0.502524,0.540508,0.975728,0.155651,-0.460807,0.547379,-0.45238,-0.099794,-0.305265,1.070452,0.629797,0.560675,0.351961,-0.818777,1.012927,-1.200005,-0.92566,-0.575964,0.030788,-0.099512,0.08492,-0.069716,-0.132152,0.390222,-0.801313,-0.092062,0.578869,163.36,0
71265,-1.079503,0.881071,0.501833,1.508966,-0.474201,-1.105214,-0.885091,-0.290171,-0.379276,-0.154608,-0.134322,-0.100566,0.952697,-0.182772,-0.542111,-0.302725,-0.295602,0.798399,-0.298184,-0.083158,1.187666,0.287122,-0.121606,0.205922,-0.030165,0.23284,-0.950932,-1.292503,5917.22,0
38663,0.084106,0.483226,0.723303,1.11341,0.528637,0.300662,1.276976,-1.071087,-0.446762,0.567366,0.21387,-0.616883,0.049897,-1.317204,-0.479787,0.454461,0.415046,-0.680614,-0.265931,0.756569,-1.415508,-0.409095,-0.48866,0.170138,0.533581,-0.416266,0.723528,0.07379,382.33,0
37595,-0.994715,0.134903,0.229125,0.433968,-0.384524,-0.172072,0.391465,1.145315,0.034764,-0.407204,-0.29869,0.258329,0.099691,0.311179,0.226495,0.211627,-0.408521,0.818604,-0.326825,0.283741,1.053081,0.318151,-0.125189,-0.100247,0.075495,-0.136394,0.010119,0.297268,9048.27,0
41798,-1.334468,-0.021895,0.556931,0.398628,0.072199,0.290246,0.594928,1.115727,0.057655,0.112345,-0.23323,0.366778,-0.396961,-0.194244,0.520498,0.937114,0.357203,0.322635,-0.867786,-0.238667,0.035336,-0.849702,0.320012,-0.175187,0.396689,1.285723,-0.455068,-0.428772,148.71,0
54705,-0.653537,0.949786,-0.719437,1.186156,-0.065662,-0.184677,0.183931,0.953155,-0.263638,0.175028,-0.288106,-1.368157,-0.445079,-0.403762,0.016723,0.806434,-0.250549,0.506746,0.084668,0.510754,0.080068,-0.849615,0.071471,0.307299,-1.10494,-0.849657,-0.618977,-0.398201,216.57,0
72410,-1.090356,-0.802657,0.417253,0.359748,-0.55618,0.259316,-0.256393,0.059732,-0.005532,0.26085,0.494645,0.490181,-0.155172,-0.271357,-0.305895,-0.265752,0.775345,-0.449124,-0.677018,-0.123343,-0.325291,-0.525345,-0.220916,1.00304,0.04394,0.205027,-0.107716,-1.25046,395.63,0
43062,-0.173575,0.870088,0.511175,1.737725,-0.249352,0.419732,0.010904,0.272999,-1.576669,0.020139,0.397487,0.418558,0.675917,0.161851,0.088796,0.841738,-0.734509,0.311797,0.622304,-0.519138,-0.016171,-0.161954,0.303526,0.45676,0.581457,-0.090965,0.437548,-0.416253,403.75,0
60907,-0.952907,0.224774,0.038937,1.651164,-0.103219,0.097296,0.219735,-0.277475,-0.263127,-0.393631,-0.671178,-0.988625,0.57414,0.123887,0.053451,-0.695203,0.377851,-0.658523,-0.6764,0.897451,0.157909,0.250449,-0.198616,-0.193895,0.028591,0.611599,0.640932,0.517091,20.98,0
60256,-0.723767,-0.998521,-1.127104,0.910548,0.400999,1.327276,0.116084,-0.354198,-0.154898,-0.665201,-0.335068,-0.362589,0.437391,0.187582,-0.684827,-0.619804,-1.563442,-0.035255,-0.116415,-0.39081,0.206649,-0.871551,0.386183,-1.072992,-0.420574,-0.653247,0.458003,-0.333253,2250.97,0
45325,-0.085592,0.936778,-1.084554,1.602255,0.239364,-0.34069,0.534392,0.114687,1.114438,-0.122187,1.269723,0.265612,-0.411395,0.490471,1.336774,0.601672,0.617944,-0.011701,0.644943,-0.19269,-0.057105,0.150724,0.245976,0.197028,-0.62992,-0.005852,-0.415209,0.211005,24.93,0
77326,-1.565561,0.403767,0.610226,0.784483,0.10692,0.253253,-0.241128,0.428381,-0.246065,0.290765,0.513585,0.661248,-0.453229,0.356352,0.368594,-0.281203,-1.098384,1.017183,0.83459,0.27321,-0.460287,0.731697,-0.937521,0.167978,1.009879,-0.377063,-0.548989,0.220671,2137.77,0
74536,-0.864585,0.179705,-1.363301,0.987541,0.407726,0.059384,0.964054,-0.666994,-0.10555,-0.566382,-0.240478,-0.590111,0.066517,-0.074306,-0.036119,0.610612,0.341365,-0.197278,0.128272,0.987899,0.202758,0.020108,0.444351,-0.110428,-0.722369,-1.418306,-0.730878,-0.144958,902.9,0
72094,-1.595843,0.501493,-0.895835,0.42601,-0.231394,0.134851,0.151176,-0.587788,-1.304737,-0.531061,-0.387194,-0.009757,0.654639,-0.3392,0.88917,0.426102,-0.152361,0.819956,0.120189,0.114704,1.118565,0.627742,0.746574,-0.75782,-0.453135,0.072352,-0.365785,0.583958,1261.17,0
62639,0.798607,1.170999,-0.394124,1.642084,0.947841,-1.228348,0.76103,-1.112348,-0.575513,0.217898,-0.791514,0.229131,-0.664388,-0.261847,-0.750209,0.601421,0.516546,0.547158,0.942717,-0.369065,0.235993,0.457233,0.564954,0.0654,1.094686,-0.331657,0.17799,-0.792488,1969.51,0
15815,4.09555,-4.103396,4.523836,-5.911304,-0.364306,1.91766,3.999453,-0.50627,0.390901,3.355419,-2.626827,0.917875,4.972157,4.860613,3.563477,3.233417,-0.881895,1.476779,-2.180342,-1.539726,-0.303468,-2.046586,-1.547414,0.282534,0.220756,-0.525412,-1.624058,0.243088,2754.63,1
57351,-0.045921,0.436794,-0.499119,1.692883,-0.272424,-0.695279,1.542299,0.164035,-0.640148,-0.144283,-0.982656,0.588826,-0.454772,1.118383,0.439498,0.143666,-0.965255,-0.270129,0.589716,-0.105808,0.479965,-0.947567,-0.402998,-0.301422,-0.027833,0.616348,-0.406939,0.620715,21.78,0
44473,-0.68524,0.604323,-0.637553,1.020078,0.877541,-0.749043,0.004307,0.206179,-0.584994,-0.013212,-0.152713,0.251012,-0.553009,-0.377109,0.274169,0.519293,0.342364,0.423163,0.299506,-0.355009,-0.992285,0.381741,-0.291486,-0.802002,-0.054941,0.960725,-0.457093,0.769097,22.61,0
10292,4.278147,-3.435099,5.846253,-4.426349,-1.769539,-5.213863,1.099827,-0.531127,3.897948,5.345633,2.370602,2.859815,2.489606,5.859265,4.001868,1.672837,0.679632,1.571955,-3.21869,-1.109474,1.351897,3.332599,1.792544,-1.845575,-2.03024,5.529451,0.625637,-1.632393,1.27,1
63528,-0.251972,0.108572,0.746491,0.956696,0.055249,-0.172255,-0.281256,-0.95671,-1.417164,0.129303,0.093789,0.399516,-0.088981,-0.066216,0.276426,-0.243956,0.58017,-0.470521,1.258076,0.639412,-0.758531,-0.005815,-1.129352,-0.827336,-0.383184,0.034478,-0.203589,0.664518,29.81,0
46208,-1.741655,0.478512,1.3589,0.844867,-0.321058,-1.39252,-0.764395,-0.394586,-0.320868,0.286628,0.633605,-0.653374,-0.443016,1.228086,0.01228,0.358346,0.368422,1.104718,-0.29576,0.092992,-1.279994,-0.432368,0.243904,-0.472332,0.734748,-0.23922,-0.092318,0.878884,47.3,0
46042,0.29906,-0.080101,-0.582571,1.472717,-0.018304,0.84546,-0.666641,0.265209,-1.226114,-0.213381,0.276315,-0.084761,0.263598,0.914057,0.154426,-0.061893,-1.174966,-0.733255,1.013431,-0.481286,0.149579,0.149439,0.275107,-0.667911,0.14027,-0.869963,-0.431164,0.573162,2893.81,0
67894,-0.378569,-0.703202,-0.15102,1.345069,0.805148,0.883379,-0.163084,0.632319,-0.303168,-0.351975,0.493673,-0.419828,-0.139451,-0.510914,0.107286,-0.49058,-0.401946,-0.137468,0.064404,-0.685011,0.035774,-0.657949,-0.802706,0.70429,-0.125613,-0.556235,0.987385,-0.073211,29.25,0
46744,0.570546,0.965545,-0.029778,-0.046988,0.869262,-0.395,-0.084684,-0.831906,1.733652,-0.32381,0.320004,-1.105631,-0.555869,0.082202,0.504752,0.923682,-0.400223,0.293007,0.453562,-0.445807,-0.574314,-0.98857,-0.867741,-0.738312,0.406199,-0.057302,-0.203313,-1.247006,11.03,0
58515,-0.735747,-0.185735,0.826805,0.531041,0.709138,-0.674758,-0.202295,0.103708,-0.541215,-0.039808,1.41025,0.55255,0.923695,0.143919,-0.553711,-0.470719,0.120603,0.444026,-0.085697,0.285845,1.404944,-0.165899,-0.773601,0.829586,0.949581,1.56861,-0.110516,-0.33715,96.74,0
48279,-0.160508,0.522036,-0.557495,1.754391,-0.662354,0.366763,-0.162776,-0.356958,0.394322,-0.271214,1.149099,0.325455,0.051847,0.358726,-1.140457,0.343605,-0.391904,1.0429,0.564828,0.319342,-1.020113,0.512827,0.442788,-0.359084,-0.775786,0.062501,0.746182,-0.095514,7451.31,0
85315,-1.989808,-0.042611,0.934239,1.507164,-0.106562,-0.331489,-0.023207,-0.538429,-1.658152,-0.717029,0.788558,-0.419553,0.639604,0.707641,-0.366228,-0.322351,-0.227116,1.166513,-0.166575,-0.690605,0.293413,-0.114363,1.830763,-0.199898,0.811207,-0.184588,-0.667089,-0.243327,48.88,0
36530,0.204323,0.329981,-0.288374,1.002345,0.006435,-0.951247,0.316658,-0.757479,0.783513,-0.545796,-0.273549,0.469887,0.226332,-0.187161,0.0867,0.557283,-0.357913,0.112077,0.063462,-0.183681,0.523607,-0.301859,-0.484827,0.190982,0.617914,0.680311,-0.062593,0.254439,16.73,0
46925,-0.251275,0.417342,0.917731,1.168646,-0.584747,0.177952,0.123883,-1.426742,0.276471,-0.04705,0.344818,0.419487,-0.285793,0.499817,-0.410371,-1.560632,-0.457781,0.037409,1.034744,0.235623,0.603775,-0.884277,-0.438986,-0.98892,0.386429,0.648845,-0.25789,-0.255001,106.2,0
13985,4.857444,-2.180256,4.535636,2.772308,0.470401,-1.403136,-2.05175,-2.822425,-1.602973,3.53692,-5.584483,0.84323,0.36253,-5.842278,4.059751,1.256553,-0.80232,0.826808,-1.324842,1.882736,1.5398,0.699879,-1.710676,-0.833015,1.10122,0.103083,-1.81152,-0.084495,8850.6,1
60293,-0.947033,0.937973,0.580912,-0.499386,-0.419292,0.555083,0.129582,0.386348,0.054775,-0.498527,-0.60024,-0.480592,0.492026,0.79302,-0.798244,0.023154,-0.997951,-0.30306,-0.325282,-0.86446,-0.71729,0.091667,-0.082457,0.087753,-0.040259,0.475506,0.370566,0.11333,114.81,0
67720,-0.325004,0.493392,0.538098,1.152229,0.83732,-0.671846,-1.256247,-0.407896,0.993455,-0.598329,0.207543,0.601183,0.057606,-0.971336,-0.842577,0.66732,-0.355633,0.210522,0.824165,-0.579455,0.011376,0.50147,0.605022,0.848895,0.063434,-0.54686,-0.390373,-1.119749,355.99,0
8642,-4.846667,-4.355345,-4.342871,-2.255616,1.926749,-4.828618,1.686256,-1.988683,0.941284,-5.231939,-5.795015,0.032212,-0.708165,-4.433399,5.429643,-0.325945,0.389564,-0.319136,-2.264201,-1.240346,-0.560792,-0.1503,0.293474,2.093801,0.997841,-1.937567,-3.191282,-1.234296,24452.47,1
72002,0.33318,0.491154,0.440251,0.932269,0.890254,0.017219,-0.12202,-0.141601,0.775066,-0.063809,0.855745,0.046111,-0.69537,0.584651,-0.069331,-0.357284,0.294103,0.573712,-0.01148,0.229216,0.406052,0.234183,0.47685,-0.111248,0.552481,-0.213812,1.111807,-0.504085,120.94,0
38336,-0.43402,1.860663,0.49183,0.794691,0.884357,0.24795,0.450578,0.436352,0.822671,-0.337913,-0.42383,-0.888802,-1.074481,-0.785407,-0.20847,0.002851,0.184283,1.489412,-0.352531,0.217802,-1.513175,-0.826128,-0.237949,-0.159358,0.356579,-0.357046,-0.559023,0.287528,44.57,0
